z,n,radius,abundance,half_life_sec,decay_1,decay_1_%,decay_2,decay_2_%,decay_3,decay_3_%,decay_energy,gamma_energy,atomic_mass,massexcess,source
59,86, , ,21542.4,B-,100, , , , ,,,144914517987,-79625990,
59,87, , ,1445.4,B-,100, , , , ,,,145917687.63,-76673486,
59,88, , ,806.4,B-,100, , , , ,,,146919007438,-75444093,
59,89, , ,137.4,B-,100, , , , ,,,147922129992,-72535452,
59,90, , ,135.6,B-,100, , , , ,,,148923736.1,-71039373,
59,91, , ,6.19,B-,100, , , , ,,,149926676391,-68300509,
59,92, , ,18.9,B-,100, , , , ,,,150928309066,-66779681,
59,93, , ,3.57,B-,100, , , , ,,,151931552.9,-63758070,
59,94, , ,4.29,B-,100,B-N, , , ,,,152933903511,-61568490,
59,95, , ,2.3,B-,100, , , , ,,,153937885165,-57859602,
59,96, , ,1.47,B-,100,B-N, , , ,,,154940509193,-55415335,
59,97, , ,444,B-,100,B-N, , , ,,,155944766.9,-51449307,
59,98, , ,295,B-,100,B-N, , , ,,,156948003.1,-48434806,
59,99, , ,181,B-,100,B-N, , , ,,,157952603,-44150,
59,100, , ,0.13,B-,100,B-N, , , ,,,158956232,-40770,
59,101, , ,0.17,B-,100,B-N, , , ,,,159961138,-36200,
59,102, , , ,B-,100,B-N, , , ,,,160965121,-32490,
60,65, , ,0.65,EC+B+,100,ECP,0, , ,,,124948395,-48070,
60,66, , , ,ECP, ,EC+B+, , , ,,,125942694,-53380,
60,67, , ,1.8,EC+B+,100,ECP, , , ,,,126939978,-55910,
60,68, , ,5,EC+B+,100,ECP, , , ,,,127935018,-60530,
60,69, , ,6.7,EC+B+,100,ECP,0, , ,,,128933038,-62375,
60,70, , ,13,EC+B+,100, , , , ,,,129928506,-66596239,
60,71, , ,25.4,EC+B+,100,ECP,0, , ,,,130927248.02,-67768040,
60,72,4.9174, ,94,EC+B+,100, , , , ,,,131923321237,-71425815,
60,73, , ,70,EC+B+,100, , , , ,,,132922348,-72332380,
60,74,4.9128, ,510,EC+B+,100, , , , ,,,133918790207,-75646443,
60,75,4.9086, ,744,EC+B+,100, , , , ,,,134918181318,-76213620,
60,76,4.9111, ,3039,EC+B+,100, , , , ,,,135914976061,-79199297,
60,77,4.908, ,2310,EC+B+,100, , , , ,,,136914563099,-79583969,
60,78,4.9123, ,18144,EC+B+,100, , , , ,,,137911950938,-82017182,
60,79,4.9076, ,1782,EC+B+,100, , , , ,,,138911951208,-82016930,
60,80,4.9101, ,291168,EC,100, , , , ,,,139909546.13,-84257246,
60,81,4.9057, ,8964,EC+B+,100, , , , ,,,140909616.69,-84191520,
60,82,4.9123,27153, , , , , , , ,,,141907728824,-85950055,
60,83,4.9254,12173, , , , , , , ,,,142909819815,-84002310,
60,84,4.9421,23798,7.22653604818157E+022,A,100, , , , ,,,143910092798,-83748028,
60,85,4.9535,8293, , , , , , , ,,,144912579151,-81432004,
60,86,4.9696,17189, , , , , , , ,,,145913122459,-80925916,
60,87, , ,952992,B-,100, , , , ,,,146916105969,-78146794,
60,88,4.9999,5756, ,2B-, , , , , ,,,147916899027,-77408066,
60,89, , ,6220.8,B-,100, , , , ,,,148920154583,-74375535,
60,90,5.04,5638,2.87168026368787E+026,2B-,100, , , , ,,,149920901322,-73679951,
60,91, , ,746.4,B-,100, , , , ,,,150923839363,-70943183,
60,92, , ,684,B-,100, , , , ,,,151924691242,-70149663,
60,93, , ,31.6,B-,100, , , , ,,,152927717868,-67330380,
60,94, , ,25.9,B-,100, , , , ,,,153929597404,-65579602,
60,95, , ,8.9,B-,100, , , , ,,,154933135598,-62283796,
60,96, , ,5.26,B-,100, , , , ,,,155935370358,-60202130,
60,97, , ,1.15,B-,100, , , , ,,,156939351074,-56494117,
60,98, , ,0.82,B-,100,B-N, , , ,,,157942205.62,-53835123,
60,99, , ,485,B-,100,B-N, , , ,,,158946619085,-49724007,
60,100, , ,439,B-,100,B-N, , , ,,,159949839172,-46724515,
60,101, , ,0.22,B-,100,B-N, , , ,,,160954664,-42230,
60,102, , ,0.31,B-,100,B-N, , , ,,,161958121,-39010,
60,103, , , ,B-,100,B-N, , , ,,,162963414,-34080,
61,67, , ,1,EC,100,A, ,ECP, ,,,127948234,-48220,
61,68, , ,2.4,EC+B+,100,P, ,ECP, ,,,128942909,-53180,
61,69, , ,2.6,EC+B+,100,ECP, , , ,,,129940451,-55470,
61,70, , ,6.3,EC+B+,100, , , , ,,,130935834,-59770,
61,71, , ,6.2,EC+B+,100,ECP,0.00005, , ,,,131933840,-61628,
61,72, , ,13.5,EC+B+,100, , , , ,,,132929782,-65407653,
61,73, , ,5,EC+B+,100, , , , ,,,133928326,-66763908,
61,74, , ,49,EC+B+,100, , , , ,,,134924785,-70062329,
61,75, , ,300,EC+B+,100, , , , ,,,135923595949,-71169923,
61,76, , ,144,EC+B+,100, , , , ,,,136920479519,-74072858,
61,77, , ,10,EC+B+,100, , , , ,,,137919576119,-74914370,
61,78, , ,249,EC+B+,100, , , , ,,,138916799228,-77501028,
61,79, , ,9.2,EC+B+,100, , , , ,,,139916035918,-78212046,
61,80, , ,1254,EC+B+,100, , , , ,,,140913555081,-80522932,
61,81, , ,40.5,EC+B+,100, , , , ,,,141912890982,-81141536,
61,82, , ,22896000,EC+B+,100,B+,0.0000057, , ,,,142910938068,-82960664,
61,83, , ,31363200,EC+B+,100, , , , ,,,143912596208,-81416116,
61,84, , ,558557589.750278,EC,100,A,0.00000028, , ,,,144912755748,-81267506,
61,85, , ,174509800.639494,EC,65.7,B-,34.3, , ,,,145914702.24,-79454360,
61,86, , ,82786439.6017447,B-,100, , , , ,,,146915144944,-79041984,
61,87, , ,463795.2,B-,100, , , , ,,,147917481091,-76865877,
61,88, , ,191088,B-,100, , , , ,,,148918341507,-76064404,
61,89, , ,9712.8,B-,100, , , , ,,,149920990014,-73597336,
61,90, , ,102240,B-,100, , , , ,,,150921216613,-73386260,
61,91, , ,247.2,B-,100, , , , ,,,151923505185,-71254468,
61,92, , ,315,B-,100, , , , ,,,152924156252,-70648003,
61,93, , ,160.8,B-,100, , , , ,,,153926712791,-68266602,
61,94, , ,41.5,B-,100, , , , ,,,154928136951,-66940006,
61,95, , ,26.7,B-,100, , , , ,,,155931114059,-64166847,
61,96, , ,10.56,B-,100, , , , ,,,156933121298,-62297116,
61,97, , ,4.8,B-,100, , , , ,,,157936546948,-59106143,
61,98, , ,1.5,B-,100, , , , ,,,158939286409,-56554351,
61,99, , ,725,B-,100,B-N, , , ,,,159943215272,-52894639,
61,100, , ,1.05,B-,100,B-N, , , ,,,160946229837,-50086589,
61,101, , ,0.63,B-,100,B-N, , , ,,,161950574,-46040,
61,102, , ,0.43,B-,100,B-N, , , ,,,162953881,-42960,
61,103, , , ,B-,100,B-N, , , ,,,163958819,-38360,
61,104, , , ,B-,100,B-N, , , ,,,164962780,-34670,
62,67, , ,0.55,EC+B+,100,ECP,0, , ,,,128954557,-42330,
62,68, , , ,EC+B+, , , , , ,,,129948792,-47700,
62,69, , ,1.2,EC+B+,100,ECP,0, , ,,,130946022,-50280,
62,70, , ,4,EC+B+,100,ECP, , , ,,,131940805,-55140,
62,71, , ,2.89,EC+B+,100,ECP,0, , ,,,132938560,-57231,
62,72, , ,9.5,EC+B+,100, , , , ,,,133934110,-61376,
62,73, , ,10.3,EC+B+,100,ECP,0.02, , ,,,134932520,-62857222,
62,74, , ,47,EC+B+,100, , , , ,,,135928275553,-66810899,
62,75, , ,45,EC+B+,100, , , , ,,,136927007959,-67991655,
62,76,4.9599, ,186,EC+B+,100, , , , ,,,137923243988,-71497772,
62,77,4.9556, ,154.2,EC+B+,100, , , , ,,,138922296631,-72380229,
62,78,4.9565, ,889.2,EC+B+,100, , , , ,,,139918994714,-75455945,
62,79,4.9517, ,612,EC+B+,100, , , , ,,,140918481545,-75933959,
62,80,4.9518, ,4349.4,EC+B+,100, , , , ,,,141915209415,-78981930,
62,81,4.9479, ,525,EC+B+,100, , , , ,,,142914634848,-79517135,
62,82,4.9524,3.08, , , , , , , ,,,143912006285,-81965626,
62,83,4.9651, ,29376000,EC,100, , , , ,,,144913417157,-80651407,
62,84,4.9808, ,2145870966272256,A,100, , , , ,,,145913046835,-80996360,
62,85,4.9892,15,3.38605815707372E+018,A,100, , , , ,,,146914904401,-79266048,
62,86,5.0042,11.25,2.20898481822144E+023,A,100, , , , ,,,147914829233,-79336067,
62,87,5.0134,13.82, , , , , , , ,,,148917191211,-77135898,
62,88,5.0387,7.37, , , , , , , ,,,149917281993,-77051336,
62,89,5.055, ,2840123337.71328,B-,100, , , , ,,,150919938859,-74576480,
62,90,5.0819,26.74, , , , , , , ,,,151919738646,-74762977,
62,91,5.0925, ,166622.4,B-,100, , , , ,,,152922103576,-72560059,
62,92,5.1053,22.74, , , , , , , ,,,153922215756,-72455564,
62,93, , ,1330.8,B-,100, , , , ,,,154924646645,-70191206,
62,94, , ,33840,B-,100, , , , ,,,155925538191,-69360735,
62,95, , ,481.8,B-,100, , , , ,,,156928418598,-66677654,
62,96, , ,318,B-,100, , , , ,,,157929949262,-65251849,
62,97, , ,11.37,B-,100, , , , ,,,158933217.13,-62207849,
62,98, , ,9.6,B-,100, , , , ,,,159935337032,-60233172,
62,99, , ,4.8,B-,100, , , , ,,,160939160062,-56672043,
62,100, , ,2.4,B-,100, , , , ,,,161941621687,-54379053,
62,101, , ,1.23,B-,100,B-N, , , ,,,162945679085,-50599612,
62,102, , ,1.43,B-,100,B-N, , , ,,,163948550061,-47925314,
62,103, , ,0.98,B-,100,B-N, , , ,,,164953290,-43510,
62,104, , ,0.8,B-,100,B-N, , , ,,,165956575,-40450,
62,105, , , ,B-,100,B-N, , , ,,,166962072,-35330,
62,106, , , ,B-,100,B-N, , , ,,,167966033,-31640,
63,67, , ,0.0009,P,100, , , , ,,,129964022,-33513,
63,68, , ,0.0178,P,89,EC+B+,11, , ,,,130957634,-39464,
63,69, , , ,P,0,EC+B+, , , ,,,131954696,-42200,
63,71, , ,0.5,EC+B+,100,ECP,0, , ,,,133946537,-49800,
63,72, , ,1.5,EC+B+,100,ECP, , , ,,,134941870,-54148,
63,73, , ,3.3,EC+B+,100,B+P,0.09, , ,,,135939620,-56244,
63,74,4.9762, ,11,EC+B+,100, , , , ,,,136935430719,-60145904,
63,75,4.9779, ,12.1,EC+B+,100, , , , ,,,137933709,-61749676,
63,76,4.976, ,17.9,EC+B+,100, , , , ,,,138929792307,-65398051,
63,77,4.9695, ,1.51,EC+B+,100, , , , ,,,139928087633,-66985945,
63,78,4.9697, ,40.7,EC+B+,100, , , , ,,,140924931734,-69925647,
63,79,4.9607, ,2.34,EC+B+,100, , , , ,,,141923446719,-71308930,
63,80,4.9636, ,155.4,EC+B+,100, , , , ,,,142920298678,-74241311,
63,81,4.9612, ,10.2,EC+B+,100, , , , ,,,143918819481,-75619175,
63,82,4.9663, ,512352,EC+B+,100, , , , ,,,144916272659,-77991524,
63,83,4.9789, ,398304,EC+B+,100, , , , ,,,145917210852,-77117603,
63,84,4.9938, ,2082240,EC,99.9978,A,0.0022, , ,,,146916752.44,-77544611,
63,85,5.0045, ,4708800,EC+B+,100,A,0.00000094, , ,,,147918091288,-76297482,
63,86,5.0202, ,8043840,EC,100, , , , ,,,148917936875,-76441317,
63,87,5.0296, ,1164450568.46244,EC+B+,100, , , , ,,,149919707092,-74792369,
63,88,5.0522,47.81,5.36467741568064E+025,A, , , , , ,,,150919856606,-74653098,
63,89,5.1064, ,426554968.39856,EC+B+,72.08,B-,27.92, , ,,,151921750.98,-72888500,
63,90,5.1115,52.19, , , , , , , ,,,152921236789,-73367466,
63,91,5.1239, ,271421120.307466,B-,99982,EC+B+,18, , ,,,153922985699,-71738367,
63,92,5.1221, ,149990069.157236,B-,100, , , , ,,,154922899847,-71818337,
63,93,5.1264, ,1312416,B-,100, , , , ,,,155924762976,-70082844,
63,94,5.1351, ,54648,B-,100, , , , ,,,156925432556,-69459134,
63,95,5.1413, ,2754,B-,100, , , , ,,,157927782192,-67270461,
63,96,5.1498, ,1086,B-,100, , , , ,,,158929099512,-66043386,
63,97, , ,42.6,B-,100, , , , ,,,159931836982,-63493449,
63,98, , ,26,B-,100, , , , ,,,160933663991,-61791601,
63,99, , ,10.6,B-,100, , , , ,,,161936958329,-58722944,
63,100, , ,7.7,B-,100, , , , ,,,162939265.51,-56573819,
63,101, , ,4.15,B-,100, , , , ,,,163942852943,-53232146,
63,102, , ,2.3,B-,100, , , , ,,,164945540.07,-50729103,
63,103, , ,1.7,B-,100,B-N, , , ,,,165949813,-46749,
63,104, , ,1.3,B-,100,B-N, , , ,,,166953011,-43770,
63,105, , ,0.2,B-,100,B-N, , , ,,,167957863,-39250,
63,106, , , ,B-,100,B-N, , , ,,,168961717,-35660,
64,70, , , , , , , , , ,,,133955416,-41530,
64,71, , ,1.1,EC+B+,100,ECP,2, , ,,,134952496,-44250,
64,72, , ,0.0000002, , , , , , ,,,135947300,-49090,
64,73, , ,2.2,EC+B+,100,ECP, , , ,,,136945020,-51214,
64,74, , ,4.7,EC+B+,100, , , , ,,,137940247,-55660,
64,75, , ,5.8,EC+B+,100,ECP,0, , ,,,138938130,-57632,
64,76, , ,15.8,EC+B+,100, , , , ,,,139933674,-61782278,
64,77, , ,14,EC+B+,100,B+P,0.03, , ,,,140932126,-63224231,
64,78, , ,70.2,EC+B+,100, , , , ,,,141928116,-66959522,
64,79, , ,39,EC+B+,100, , , , ,,,142926750678,-68231311,
64,80, , ,268.2,EC+B+,100, , , , ,,,143922963,-71759511,
64,81,4.9786, ,1380,EC+B+,100, , , , ,,,144921710051,-72926626,
64,82,4.9801, ,4170528,EC+B+,100, , , , ,,,145918318513,-76085823,
64,83, , ,137016,EC+B+,100, , , , ,,,146919101014,-75356928,
64,84,5.008, ,2243697436.79349,A,100, , , , ,,,147918121414,-76269419,
64,85, , ,801792,EC+B+,100,A,0.00043, , ,,,148919347666,-75127173,
64,86,5.0342, ,56486897494519.7,A,100, , , , ,,,149918663949,-75764051,
64,87, , ,10704960,EC,100,A,0.0000008, , ,,,150920354922,-74188920,
64,88,5.0774,0.2,3.40814800525594E+021,A,100, , , , ,,,151919798414,-74707304,
64,89, , ,20770560,EC,100, , , , ,,,152921756945,-72882944,
64,90,5.1223,2.18, , , , , , , ,,,153920872974,-73706358,
64,91,5.1319,14.8, , , , , , , ,,,154922629356,-72070298,
64,92,5.142,20.47, , , , , , , ,,,155922130.12,-72535333,
64,93,5.1449,15.65, , , , , , , ,,,156923967424,-70823896,
64,94,5.1569,24.84, , , , , , , ,,,157924111.2,-70689969,
64,95, , ,66524.4,B-,100, , , , ,,,158926395822,-68561857,
64,96,5.1734,21.86, , , , , , , ,,,159927061202,-67942060,
64,97, , ,219.6,B-,100, , , , ,,,160929676267,-65506142,
64,98, , ,504,B-,100, , , , ,,,161930991812,-64280720,
64,99, , ,68,B-,100, , , , ,,,162934096.64,-61388591,
64,100, , ,45,B-,100, , , , ,,,163935916193,-59693688,
64,101, , ,10.3,B-,100, , , , ,,,164939317.08,-56525782,
64,102, , ,4.8,B-,100, , , , ,,,165941630413,-54370926,
64,103, , ,4.26,B-,100, , , , ,,,166945490012,-50775732,
64,104, , ,3.03,B-,100, , , , ,,,167948309,-48150,
64,105, , ,0.75,B-,100,B-N, , , ,,,168952882,-43890,
64,106, , ,0.41,B-,100,B-N, , , ,,,169956146,-40850,
64,107, , , ,B-,100,B-N, , , ,,,170961127,-36210,
64,108, , , ,B-,100,B-N, , , ,,,171964605,-32970,
65,70, , ,0.00094,P,100,EC+B+, , , ,,,134964516,-33053,
65,73, , ,0.0000002,EC+B+,100, , , , ,,,137953193,-43600,
65,74, , ,1.6,EC+B+,0,ECP, ,P, ,,,138948330,-48130,
65,75, , ,2.29,EC+B+,100,ECP,0.26, , ,,,139945805048,-50482278,
65,76, , ,3.5,EC+B+,100, , , , ,,,140941448,-54540843,
65,77, , ,597,EC+B+,100,B+P,0.0022, , ,,,141939280858,-56559522,
65,78, , ,12,EC+B+,100, , , , ,,,142935137332,-60419192,
65,79, , ,1,EC+B+,100, , , , ,,,143933045,-62368188,
65,80, , , , , , , , , ,,,144928717001,-66399693,
65,81, , ,8,EC+B+,100, , , , ,,,145927252739,-67763644,
65,82,4.9201, ,5904,EC+B+,100, , , , ,,,146924054.62,-70742674,
65,83,4.9291, ,3600,EC+B+,100, , , , ,,,147924275476,-70536947,
65,84,4.9427, ,14824.8,EC+B+,83.3,A,16.7, , ,,,148923253792,-71488639,
65,85,4.9499, ,12528,EC+B+,100,A,0.05, , ,,,149923664799,-71105789,
65,86,4.963, ,63392.4,EC+B+,99.9905,A,0.0095, , ,,,150923108.97,-71623541,
65,87,4.9689, ,63000,EC+B+,100,A,0.0000007, , ,,,151924081855,-70717304,
65,88,4.995, ,202176,EC+B+,100, , , , ,,,152923441694,-71313610,
65,89,5.0333, ,77400,EC+B+,100,B-,0.1, , ,,,153924683681,-70156707,
65,90,5.0391, ,459648,EC,100, , , , ,,,154923509511,-71250439,
65,91, , ,462240,EC+B+,100, , , , ,,,155924754209,-70091010,
65,92,5.0489, ,2240541744.19603,EC,100, , , , ,,,156924031888,-70763848,
65,93, , ,5680246675.42656,EC+B+,83.4,B-,16.6, , ,,,157925419942,-69470883,
65,94,5.06,100, , , , , , , ,,,158925353707,-69532582,
65,95, , ,6246720,B-,100, , , , ,,,159927174553,-67836474,
65,96, , ,595296,B-,100, , , , ,,,160927576806,-67461778,
65,97, , ,456,B-,100, , , , ,,,161929275.4,-65879548,
65,98, , ,1170,B-,100, , , , ,,,162930653609,-64595754,
65,99, , ,180,B-,100, , , , ,,,163933327561,-62104983,
65,100, , ,126.6,B-,100, , , , ,,,164934955198,-60588849,
65,101, , ,25.1,B-,100, , , , ,,,165937939727,-57808778,
65,102, , ,19.4,B-,100, , , , ,,,166940007046,-55883082,
65,103, , ,8.2,B-,100, , , , ,,,167943337074,-52781181,
65,104, , ,5.1,B-,100,B-N, , , ,,,168945807,-50480,
65,105, , ,0.96,B-,100,B-N, , , ,,,169949855,-46710,
65,106, , ,1.24,B-,100,B-N, , , ,,,170953011,-43770,
65,107, , ,0.76,B-,100,B-N, , , ,,,171957391,-39690,
65,108, , , ,B-,100,B-N, , , ,,,172960805,-36510,
65,109, , , ,B-,100,B-N, , , ,,,173965679,-31970,
66,73, , ,0.6,EC+B+,100,ECP,11, , ,,,138959527,-37700,
66,74, , , ,EC+B+, , , , , ,,,139954020,-42830,
66,75, , ,0.9,EC+B+,100,B+P, , , ,,,140951280,-45382,
66,76, , ,2.3,EC+B+,100,ECP,0.06, , ,,,141946194,-50120,
66,77, , ,5.6,EC+B+,100,ECP, , , ,,,142943994332,-52168949,
66,78, , ,9.1,EC+B+,100,ECP, , , ,,,143939269512,-56570091,
66,79, , ,6,EC+B+,100,ECP,50, , ,,,144937473992,-58242607,
66,80,5.0438, ,33.2,EC+B+,100, , , , ,,,145932844526,-62554928,
66,81, , ,67,EC+B+,100,B+P,0.05, , ,,,146931082712,-64196047,
66,82,5.0455, ,198,EC+B+,100, , , , ,,,147927149944,-67859397,
66,83,5.0567, ,252,EC+B+,100, , , , ,,,148927327516,-67693990,
66,84,5.0706, ,430.2,EC+B+,64,A,36, , ,,,149925593068,-69309618,
66,85,5.0801, ,1074,EC+B+,94.4,A,5.6, , ,,,150926191279,-68752388,
66,86,5.095, ,8568,EC+B+,99.9,A,0.1, , ,,,151924725274,-70117963,
66,87,5.1035, ,23040,EC+B+,99.9906,A,0.0094, , ,,,152925771729,-69143197,
66,88,5.1241, ,94670777923776,A,100, , , , ,,,153924428.92,-70394015,
66,89,5.1457, ,35640,EC+B+,100, , , , ,,,154925758049,-69155939,
66,90,5.1622,56, ,2EC, , , , , ,,,155924283593,-70529386,
66,91,5.1709, ,29304,EC+B+,100, , , , ,,,156925469555,-69424669,
66,92,5.1815,95, , , , , , , ,,,157924414817,-70407152,
66,93,5.1825, ,12476160,EC,100, , , , ,,,158925745938,-69167220,
66,94,5.1951,2329, , , , , , , ,,,159925203578,-69672425,
66,95,5.1962,18889, ,A, , , , , ,,,160926939425,-68055494,
66,96,5.2074,25475, , , , , , , ,,,161926804507,-68181169,
66,97,5.2099,24896, , , , , , , ,,,162928737221,-66380858,
66,98,5.2218,28260, , , , , , , ,,,163929180819,-65967649,
66,99, , ,8395.2,B-,100, , , , ,,,164931709402,-63612289,
66,100, , ,293760,B-,100, , , , ,,,165932812.81,-62584471,
66,101, , ,372,B-,100, , , , ,,,166935682415,-59911451,
66,102, , ,522,B-,100, , , , ,,,167937134977,-58558398,
66,103, , ,39,B-,100, , , , ,,,168940315231,-55596010,
66,104, , ,55,B-,100, , , , ,,,169942340,-53710,
66,105, , ,4.1,B-,100, , , , ,,,170946312,-50010,
66,106, , ,0.00000016,B-, , , , , ,,,171948728,-47760,
66,107, , ,1.43,B-,100, , , , ,,,172953043,-43740,
66,108, , ,0.00000016,B-, , , , , ,,,173955845,-41130,
66,109, , , ,B-,100,B-N, , , ,,,174960569,-36730,
66,110, , , ,B-,100,B-N, , , ,,,175963918,-33610,
67,73, , ,6,P,100, , , , ,,,139968526,-29317,
67,74, , ,0.0041,P,100, , , , ,,,140963108,-34364,
67,75, , ,0.4,EC+B+,100,P,0,ECP,0,,,141960010,-37250,
67,76, , , ,ECP, ,EC+B+, , , ,,,142954860,-42048,
67,77, , ,0.7,EC+B+,100,ECP, , , ,,,143952109712,-44609521,
67,78, , ,2.4,EC+B+,100, , , , ,,,144947267392,-49120113,
67,79, , ,3.32,EC+B+,100,ECP, , , ,,,145944993503,-51238227,
67,80, , ,5.8,EC+B+,100, , , , ,,,146940142293,-55757101,
67,81, , ,2.2,EC+B+,100, , , , ,,,147937743925,-57991166,
67,82, , ,21.1,EC+B+,100, , , , ,,,148933820457,-61645854,
67,83, , ,72,EC+B+,100, , , , ,,,149933498353,-61945892,
67,84,5.0398, ,35.2,EC+B+,78,A,22, , ,,,150931698176,-63622746,
67,85,5.0614, ,161.8,EC+B+,88,A,12, , ,,,151931717618,-63604636,
67,86,5.076, ,120.6,EC+B+,99949,A,51, , ,,,152930206671,-65012074,
67,87,5.0856, ,705.6,EC+B+,99981,A,19, , ,,,153930606776,-64639378,
67,88,5.1076, ,2880,EC+B+,100, , , , ,,,154929103363,-66039799,
67,89,5.1156, ,3360,EC+B+,100, , , , ,,,155929641634,-65538403,
67,90,5.1535, ,756,EC+B+,100, , , , ,,,156928251974,-66832862,
67,91,5.1571, ,678,EC+B+,100, , , , ,,,157928944.91,-66187396,
67,92,5.1675, ,1983,EC+B+,100, , , , ,,,158927718683,-67329620,
67,93,5.1662, ,1536,EC+B+,100, , , , ,,,159928735538,-66382425,
67,94,5.1785, ,8928,EC,100, , , , ,,,160927861815,-67196294,
67,95,5.1817, ,900,EC+B+,100, , , , ,,,161929102543,-66040563,
67,96,5.1907, ,144215151703.885,EC,100, , , , ,,,162928740.26,-66378027,
67,97, , ,1728,EC+B+,60,B-,40, , ,,,163930240548,-64980517,
67,98,5.2022,100, , , , , , , ,,,164930329116,-64898017,
67,99, , ,96566.4,B-,100, , , , ,,,165932291209,-63070339,
67,100, , ,11160,B-,100, , , , ,,,166933140254,-62279459,
67,101, , ,179.4,B-,100, , , , ,,,167935523766,-60059231,
67,102, , ,283.2,B-,100, , , , ,,,168936879.89,-58796010,
67,103, , ,165.6,B-,100, , , , ,,,169939626548,-56237514,
67,104, , ,53,B-,100, , , , ,,,170941472713,-54517822,
67,105, , ,25,B-,100, , , , ,,,171944730,-51484,
67,106, , ,6.9,B-,100, , , , ,,,172947020,-49351,
67,107, , ,3.2,B-,100,B-N, , , ,,,173950757,-45870,
67,108, , ,1.9,B-,100,B-N, , , ,,,174953516,-43300,
67,109, , ,0.00000016,B-N, ,B-, , , ,,,175957713,-39390,
67,110, , , ,B-,100,B-N, , , ,,,176961052,-36280,
67,111, , , ,B-,100,B-N, , , ,,,177965507,-32130,
68,75, , , , , , , , , ,,,142966548,-31160,
68,76, , ,0.0000002,EC+B+,100, , , , ,,,143960700,-36608,
68,77, , , , , , , , , ,,,144957874,-39240,
68,78, , ,1.7,EC+B+,100, , , , ,,,145952418357,-44322019,
68,79, , ,3.2,EC+B+,100,B+P,0, , ,,,146949964456,-46607814,
68,80, , ,4.6,EC+B+,100,ECP,0.15, , ,,,147944735026,-51478997,
68,81, , ,4,EC+B+,100,ECP,7, , ,,,148942306,-53741621,
68,82,5.0548, ,18.5,EC+B+,100, , , , ,,,149937915524,-57831323,
68,83, , ,23.5,EC+B+,100, , , , ,,,150937448567,-58266290,
68,84,5.0843, ,10.3,A,90,EC+B+,10, , ,,,151935050347,-60500218,
68,85, , ,37.1,A,53,EC+B+,47, , ,,,152935086.35,-60466682,
68,86,5.1129, ,223.8,EC+B+,99.53,A,0.47, , ,,,153932790799,-62604974,
68,87, , ,318,EC+B+,99978,A,22, , ,,,154933215.71,-62209172,
68,88,5.1429, ,1170,EC+B+,100,A,0.000017, , ,,,155931065926,-64211683,
68,89, , ,1119,EC+B+,100, , , , ,,,156931922652,-63413648,
68,90,5.1761, ,8244,EC,100, , , , ,,,157929893474,-65303815,
68,91, , ,2160,EC+B+,100, , , , ,,,158930690.79,-64561120,
68,92,5.2045, ,102888,EC,100, , , , ,,,159929077193,-66064176,
68,93, , ,11556,EC+B+,100, , , , ,,,160930003.53,-65201298,
68,94,5.2246,139, , , , , , , ,,,161928787299,-66334210,
68,95, , ,4500,EC+B+,100, , , , ,,,162930039908,-65167413,
68,96,5.2389,1601, , , , , , , ,,,163929207739,-65942573,
68,97, , ,37296,EC,100, , , , ,,,164930733482,-64521353,
68,98,5.2516,33503, , , , , , , ,,,165930301067,-64924145,
68,99,5.256,22869, , , , , , , ,,,166932056192,-63289256,
68,100,5.2644,26978, , , , , , , ,,,167932378282,-62989231,
68,101, , ,811468.8,B-,100, , , , ,,,168934598444,-60921163,
68,102,5.2789,14910, , , , , , , ,,,169935471933,-60107514,
68,103, , ,27057.6,B-,100, , , , ,,,170938037372,-57717822,
68,104, , ,177480,B-,100, , , , ,,,171939363461,-56482578,
68,105, , ,84,B-,100, , , , ,,,172942400,-53654,
68,106, , ,192,B-,100, , , , ,,,173944230,-51949,
68,107, , ,72,B-,100, , , , ,,,174947770,-48652,
68,108, , ,0.00000016,B-, , , , , ,,,175949940,-46631,
68,109, , , ,B-,100, , , , ,,,176953990,-42858,
68,110, , ,0.00000016,B-, , , , , ,,,177956779,-40260,
68,111, , , ,B-,100, , , , ,,,178961267,-36080,
68,112, , , ,B-,100,B-N, , , ,,,179964380,-33180,
69,75, , ,0.0000019,P,0, , , , ,,,143976211,-22159,
69,76, , ,0.00000317,P,100, , , , ,,,144970389,-27583,
69,77, , ,68,P, ,EC+B+, , , ,,,145966661,-31055,
69,78, , ,0.58,EC+B+,85,P,15, , ,,,146961379887,-35974407,
69,79, , ,0.7,EC+B+,100, , , , ,,,147958384026,-38765034,
69,80, , ,0.9,EC+B+,100,ECP,0.2, , ,,,148952828,-43940,
69,81, , ,2.2,EC+B+,100,ECP,1.2, , ,,,149950090,-46491,
69,82, , ,4.17,EC+B+,100, , , , ,,,150945494433,-50771613,
69,83, , ,8,EC+B+,100, , , , ,,,151944476,-51720279,
69,84,5.0643, ,1.48,A,91,EC+B+,9, , ,,,152942058023,-53972610,
69,85,5.0755, ,8.1,A,54,EC+B+,46, , ,,,153941570062,-54427142,
69,86, , ,21.6,EC+B+,99.17,A,0.83, , ,,,154939209576,-56625921,
69,87,5.0976, ,83.8,EC+B+,99936,A,64, , ,,,155938985746,-56834417,
69,88,5.114, ,217.8,EC+B+,100, , , , ,,,156936973,-58709279,
69,89,5.1235, ,238.8,EC+B+,100, , , , ,,,157936979525,-58703200,
